corpora,record,phrase,PQP,auxiliary,verb,note,marker,pause before,pause between,restart/repaet
ESLO,182,et est-ce que vous vous souvenez de l'occasion à laquelle on vous avait offert votre premier stylo ?,on vous avait offert,avoir,offrir,0,0,0,0,0
ESLO,183,le premier lieu de camp qui a été avait été décidé,le premier lieu avait été décidé,avoir,être décidé,0,0,0,0,0
ESLO,183,mais mon époux leur avait dit à la réunion à la maison mon époux qui connaît parfaitement l'Auvergne avait dit si j'ai,mon époux leur avait dit,avoir,dire,0,0,0,0,0
ESLO,183,mais mon époux leur avait dit à la réunion à la maison mon époux qui connaît parfaitement l'Auvergne avait dit si j'ai,mon époux avait dit,avoir,dire,0,0,0,0,0
ESLO,183,peux me permettre de donner un petit entrefilet il avait dit à Philippe,il avait dit,avoir,dire,0,0,0,0,0
ESLO,183,euh les grands étaient venus pou- avec des petits,les grands étaient venus,être,venir,0,0,1,0,0
ESLO,183,ça j'avais amorcé ah oui ah j'ai dit mon vieux hein,j'avais amorcé,avoir,amorcer,0,0,0,0,0
ESLO,183,oui mais Benoît c'était passé à son camp c'est un gars qui était très fort et très costaud,c'était passé,être,passer,0,0,0,0,0
ESLO,183,vraiment euh il avait préparé son coup il attendait l'amorce pour se débiner,il avait préparé,avoir,préparer,0,0,0,0,0
ESLO,183,le chauffeur avait dit bon bah d'accord ce sera comme d'habitude,le chauffeur avait dit,avoir,dire,0,0,0,0,0
ESLO,183,alors on lui avait dit ben venez avec votre collaborateur venez vo- nous faire un devis,on lui avait dit,avoir,dire,0,0,0,0,0
ESLO,183,il nous avait promis le devis dans les quarantes-huit heures,il nous avait promis,avoir,promettre,0,0,0,0,0
ESLO,183,y avait eu des bombes dans ce coin-là,y avait eu des bombes,avoir,avoir,0,0,0,0,0
ESLO,183,je vois bien au Havre comment il avait voulu faire oh non,il avait voulu,avoir,vouloir,0,0,0,0,0
ESLO,183,il avait vu sur le journal une annonce,il avait vu,avoir,voir,0,0,0,0,0
ESLO,183,il lit ça alors que son père lui avait trouvé une place aux Galleries où je pense que,son père lui avait trouvé,avoir,trouver,0,0,0,0,0
ESLO,183,y avait euh comme y avait eu énormément de départ,y avait eu énormément de départ,avoir,avoir,0,0,0,0,0
ESLO,183,ce que je vous avais dit hein c'était pas,je vous avais dit,avoir,dire,0,0,0,0,0
ESLO,183,je vous en parlais puis vous m'aviez dit non,puis vous m'aviez dit,avoir,dire,0,0,0,0,0
ESLO,183,on a j'ai un ami qui était qui était un membre de France et qui était parti à Dakar et Abidjan qui était,un ami qui était parti,être,partir,0,0,0,0,0
ESLO,183,oui mais je croyais que quand il avait vu son frère,il avait vu,avoir,voir,0,0,0,0,0
ESLO,183,j'ai quelque chose de justement j'avais acheté,j'avais acheté,avoir,acheter,0,0,0,0,0
ESLO,183,il a dû rentrer à la maison pour expliquer à papa qu'il avait vu une carpe,il avait vu,avoir,voir,0,0,0,0,0
ESLO,183,je l'avais payée quatre milles francs euh je l'avais pas payée cher,je l'avais pas payée,avoir,payer,0,0,0,0,0
ESLO,183,ils avaient passé je sais pas c'était à une réunion du FCS,ils avaient passé,avoir,passer,0,0,0,0,0
ESLO,183,elle venait ils avaient vendu des tas de meubles,ils avaient vendu,avoir,vendre,0,0,0,0,0
ESLO,183,il avait trouv- enfin chez elle euh une glace qui avait été repeinte et puis alors il l'a complètement décapée euh il avait trouvé le dessous c'était encore de l'or enfin,une glace qui avait été repeinte,avoir,être,passive voice,0,0,0,0
ESLO,183,moi j'en avais acheté un,j'en avais acheté,avoir,acheter,0,0,0,0,0
ESLO,183,j'en avais acheté un pour Bland-,j'en avais acheté,avoir,acheter,0,0,0,0,0
ESLO,183,si j'avais su ça,j'avais su,avoir,savoir,0,0,0,0,0
ESLO,185,et vous m'aviez dit que vous faites des mots croisés je crois non ?,vous m'aviez dit,avoir,dire,0,0,0,0,0
ESLO,185,ah oui j'avais dit les mots croisés oui euh j'en fais j'évite d'en faire parce que je perdrais tout mon temps,j'avais dit,avoir,dire,0,0,0,0,0
ESLO,189,de chez nous c'est parti ben si ça devait être parti parce que les étudiants avaient été arrêtés je pense,les étudiants avaient été arrêtés,avoir,être arrêté,passive voice,0,0,0,0
ESLO,189,bon ben les parents ils avaient les gosses chez eux y en a qui avaient repris le travail ils savaient pas quoi faire de leurs gosses,les gosses qui avaient repris,avoir,reprendre,0,0,0,0,0
ESLO,189,hein disons que on était soutenu par les parents d'ouvriers qui avaient fait la grève,d'ouvriers qui avaient fait,avoir,faire,0,0,0,0,0
ESLO,189,qui étaient inscrits en faculté bon ils alors ils avaient arrêté ils se sont mariés,ils avaient arrêté,avoir,arrêter,0,0,0,0,0
ESLO,189,je m'étais présenté au concours de professorat de dessin,je m'étais présenté,être,se présenter,passive voice,0,0,0,0
ESLO,189,d'ailleurs il serait intéressant si ça on l'avait pas prévu mais,on l'avait pas prévu,avoir,prévenir,0,0,0,0,0
ESLO,201,cet après-midi je croyais que tu m'avais dit euh,tu m'avais dit,avoir,dire,0,0,0,0,0
ESLO,201,ouais remarque si ça avait été méchant vous l'auriez déjà vu hein ça fait deux semaines que vous êtes là,ça avait été,avoir,être,0,0,0,0,0
ESLO,201,parce qu'il lui avait prêté sa compile de Johnny,il lui avait prêté,avoir,prêter,0,0,0,0,0
ESLO,201,parce qu'ils avaient fait un cinéma en plein air,ils avaient fait,avoir,faire,0,0,0,0,0
ESLO,201,et c'était sympa les gens ils avaient emmené un pique-nique et tout tu vois,ils avaient emmené,avoir,emmener,0,0,0,0,0
ESLO,201,je tombe pas dans le dans le truc de des fois je passe plus de temps que j'avais prévu mais,j'avais prévu,avoir,prévenir,0,0,0,0,0
ESLO,201,qu'il y était pas allé,il y était pas allé,être,aller,0,0,0,0,0
ESLO,201,on a mis un peu d'argent de côté qu'on nous avait donné exprès pour ça,on nous avait donné,avoir,donner,0,0,0,0,0
ESLO,201,s'il y avait pas eu de publicité on tombait dessus,il y avait pas eu,avoir,avoir,0,0,0,0,0
ESLO,201,tu avais monté les trucs non je sais pas,tu avais monté,avoir,monter,0,0,0,0,0
ESLO,201,on va retomber dans le même truc que j'avais dit pour la nouvelle université hein,j'avais dit,avoir,dire,0,0,0,0,0
ESLO,201,tu as t- juste à côté d'où on habitait euh j'avais pris une photo d'ailleurs mais là maintenant euh,j'avais pris,avoir,prendre,0,0,0,0,0
ESLO,201,ah les rumeurs d'Orléans j'avais lu ça à l'époque,j'avais lu,avoir,lire,0,0,0,0,0
ESLO,201,bah oui parce que moi j'avais commencé à faire des études de sociologie,j'avais commencé,avoir,commencer,0,0,0,0,0
ESLO,201,ouais ouais ça avait fait bah expulser tous les commerçants juifs qui étaient essentiellement des,ça avait fait,avoir,faire,0,0,0,0,0
ESLO,201,je savais pas que ça avait été aussi loin,ça avait été,avoir,être,0,0,0,0,0
ESLO,201,eh bah du coup il avait trouvé un truc pour se rendre utile,il avait trouvé,avoir,trouver,0,0,0,0,0
ESLO,201,j'ai dit oui parce que toi tu avais ramené un calendrier,tu avais ramené,avoir,ramener,0,0,0,0,0
ESLO,201,maintenant déjà donc à l'époque j'avais dit que je sais si c'était une,j'avais dit,avoir,dire,0,0,0,0,0
ESLO,201,nous on avait vu tu sais quand j'avais fait le stage là dans tou- euh,on avait vu,avoir,voir,0,0,0,0,0
ESLO,201,nous on avait vu tu sais quand j'avais fait le stage là dans tou- euh,j'avais fait,avoir,faire,0,0,0,0,0
ESLO,201,ah tu rigoles on avait dit ça eh on t'a attendu hein,on avait dit,avoir,dire,0,0,0,0,0
ESLO,220,et si vous n'av- si vous n'aviez pas été tonnelier qu'est-ce que vous auriez aimé faire ?,vous n'aviez pas été,avoir,être,0,0,1,0,0
ESLO,220,en mille neuf cent quarante y a eu un incendie qui avait ravagé tout le centre de la ville,un incendie qui avait ravagé,avoir,ravager,0,0,0,0,0
ESLO,220,tout le monde était parti alors ça brûlait,tout le monde était parti,être,partir,0,0,0,0,0
ESLO,220,Jeanne d'Arc avait délivré Orléans le sept mai,Jeanne d'Arc avait délivré,avoir,délivrer,0,0,0,0,0
ESLO,220,oh non bah il avait été acheté,il avait été acheté,avoir,être acheté,0,0,0,0,0
ESLO,220,évidemment je l'avais fait et puis,je l'avais fait,avoir,faire,0,0,0,0,0
ESLO,220,ils disent des mots que si t'avais été petit je te gronderais,t'avais été,avoir,être,0,0,0,0,0
ESLO,220,mon grand-père avait été à l'école oui,mon grand-père avait été,avoir,être,0,0,0,0,0
ESLO,220,et jusqu'où il était allé alors euh ?,il était allé,être,aller,0,0,0,0,0
ESLO,220,euh vos vos vos grands-parents ils étaient allés à l'école aussi jusqu'au Certificat,ils étaient allés,être,aller,0,0,1,0,0
ESLO,220,mon grand-père avait été à l'école oui,mon grand-père avait été,avoir,être,0,0,0,0,0
ESLO,220,et jusqu'où il était allé alors euh ?,il était allé,être,aller,0,0,0,0,0
ESLO,220,bon il était né en mille neuf cent trente-cinq en mille huit cent trente-cinq,il était né,être,naître,0,0,0,0,0
ESLO,220,donc ils avaient fait,ils avaient fait,avoir,faire,0,0,0,0,0
ESLO,220,c'était ils avaient fait les é- z- études primaires oui oui,ils avaient fait,avoir,faire,0,0,0,0,0
ESLO,220,parents eux avaient aussi fait les études primaires ?,parents eux avaient aussi fait,avoir,faire,0,0,0,0,0
ESLO,226,ce qu'on avait vécu,on avait vécu,avoir,vivre,0,0,0,0,0
ESLO,226,je me suis retrouvée dans une maison en pleine campagne on l'avait choisie hein je,on l'avait choisie,avoir,choisir,0,0,0,0,0
ESLO,226,tout ce que j'avais mal vécu dans la journée donc,j'avais vécu,avoir,vivre,0,0,0,0,0
ESLO,226,primordial pour moi c'était continuer je les avais désirés je les avais voulus je voulais pas les perdre et donc allez faire euh une préformation ils avaient appelé ça allez faire un stage allez,je les avais désirés,avoir,désirer,0,0,0,0,0
ESLO,226,primordial pour moi c'était continuer je les avais désirés je les avais voulus je voulais pas les perdre et donc allez faire euh une préformation ils avaient appelé ça allez faire un stage allez,je les avais voulus,avoir,vouloir,0,0,0,0,0
ESLO,226,primordial pour moi c'était continuer je les avais désirés je les avais voulus je voulais pas les perdre et donc allez faire euh une préformation ils avaient appelé ça allez faire un stage allez,ils avaient appelé,avoir,appeler,0,0,0,0,0
ESLO,226,qu'ils aillent à l'école c'est une chose que moi j'avais un petit peu euh on on m'avait pas éduqué comme ça,on m'avait pas éduqué,avoir,éduquer,0,0,0,0,0
ESLO,226,on m'avait plutôt éduquée sur des valeurs travail,on m'avait plutôt éduquée,avoir,éduquer,0,0,0,0,0
ESLO,226,que j'avais repérés,j'avais repérés,avoir,repérer,0,0,0,0,0
ESLO,226,le l'établissement que j'avais quitté m'a recontactée pour euh me reproposer parce que je suis encore en l'idée m'avait bien plu donc je suis partie,j'avais quitté,avoir,quitter,0,0,0,0,0
ESLO,226,j'avais un peu préparé ça mais alors pas du tout je me suis sentie très rapidement à l'aise,j'avais un peu préparé,avoir,préparer,0,0,0,0,0
ESLO,226,je savais que j'avais mis un peu ma vie un peu entre parenthèse même si j'avais une relation euh,j'avais mis,avoir,mettre,0,0,0,0,0
ESLO,226,moi je m'étais dit euh on va faire euh s- au printemps on va faire euh,je m'étais dit,être,se dire,0,0,0,0,0
ESLO,226,je m'étais dit on va peut-être pouvoir pour les voisins puis je me dis vu comment ça je me dis boh non,je m'étais dit,être,se dire,0,0,0,0,0
ESLO,226,dans l'enquête qui a été qui avait été faite y a quarante ans y avait ils posaient une question culinaire,l'enquête qui avait été faite,avoir,être fait,passive voice,0,0,0,0
ESLO,231,alors non euh papa avait dit non et puis j'avais été voir Serge et je lui avais dit c'est non et puis c'est tout,papa avait dit,avoir,dire,0,0,1,0,0
ESLO,231,alors non euh papa avait dit non et puis j'avais été voir Serge et je lui avais dit c'est non et puis c'est tout,je lui avais dit,avoir,dire,0,0,0,0,0
ESLO,232,on donc on m'avait demandé euh,on m'avait demandé,avoir,demander,0,0,1,0,0
ESLO,232,non mais j'avais compris,j'avais compris,avoir,comprendre,0,0,0,0,0
ESLO,250,ah voila c'est ce qu'on m'avait dit,on m'avait dit,avoir,dire,0,0,0,0,0
ESLO,253,euh je vois que ma femme vous avait téléphoné,vous avait téléphoné,avoir,téléphoner,0,0,0,0,0
ESLO,267,non non non je savais pas du tout j'avais eu euh vous m'aviez posé déjà un tas de questions euh la dernière fois enfin pas vous mais un un monsieur qui était venu de très gentil d'ailleurs,j'avais eu,avoir,avoir,0,0,1,0,0
ESLO,267,non non non je savais pas du tout j'avais eu euh vous m'aviez posé déjà un tas de questions euh la dernière fois enfin pas vous mais un un monsieur qui était venu de très gentil d'ailleurs,un monsieur qui était venu,être,venir,0,0,0,0,0
ESLO,267,complémentaires à me poser euh lorsque ce monsieur était venu c'était sur un plan beaucoup plus général,ce monsieur était venu,être,venir,0,0,0,0,0
ESLO,267,alors que ce problème-là s'ils avaient été euh plus méthodiques ils l'auraient peut-être vu avant,ils avaient été,avoir,être,0,0,0,0,0
ESLO,267,je je je n'aime pas l'initiative ça alors là je suis contre euh je sais un jour j'avais mal noté un,j'avais noté,avoir,noter,0,0,0,0,0
ESLO,267,un conducteur de travaux j'avais marqué beaucoup d'initiatives et une très mauvaise note et on m'avait demandé pourquoi,j'avais marqué,avoir,marquer,0,0,0,0,0
ESLO,267,un conducteur de travaux j'avais marqué beaucoup d'initiatives et une très mauvaise note et on m'avait demandé pourquoi,on m'avait demandé,avoir,demander,0,0,0,0,0
ESLO,267,alors que c'était pas prévu dans le programme,c'était pas prévu,être,prévenir,0,0,0,0,0
ESLO,284,les personnes qui étaient parties,les personnes qui étaient parties,être,partir,0,0,0,0,0
ESLO,284,sur Chartres vous n'aviez rien trouvé ?,vous n'aviez rien trouvé,avoir,trouver,0,0,0,0,0
ESLO,284,en soi- en soixante-huit toujours je sais pas si vous vous l'aviez dit mais y en a beaucoup qui disaient que,vous vous l'aviez dit,avoir,dire,0,0,0,0,0
ESLO,284,je me demandais pourquoi ils avaient pas fait de rond-point là,ils avaient pas fait,avoir,faire,0,0,0,0,0
ESLO,284,et vous en aviez fait quand vous étiez jeune vous aviez des cassettes et vous aviez c'est pas vous qui aviez acheté une méthode pour apprendre l'anglais non ?,vous en aviez fait,avoir,faire,0,0,0,0,0
ESLO,284,et vous en aviez fait quand vous étiez jeune vous aviez des cassettes et vous aviez c'est pas vous qui aviez acheté une méthode pour apprendre l'anglais non ?,c'est pas vous qui aviez acheté,avoir,acheter,0,0,0,0,0
ESLO,284,en on vous avait posé la question en,on vous avait posé,avoir,poser,0,0,0,0,0
ESLO,284,et on vous a on a on vous avait posé la question de,on vous avait posé,avoir,poser,0,0,0,0,0
ESLO,284,l'on m'avait posé ça ?,on m'avait posé,avoir,poser,0,0,0,0,0
ESLO,284,qu'elle avait fait une omelette,elle avait fait,avoir,faire,0,0,0,0,0
ESLO,284,qu'elle avait laissé,elle avait laissé,avoir,laisser,0,0,0,0,0
ESLO,284,je me souvenais plus que l'on m'avait posé,on m'avait posé,avoir,poser,0,0,0,0,0
ESLO,284,et alors là c'est une question qu'on vous avait pas posée que j'aimerais bien,on vous avait pas posée,avoir,poser,0,0,0,0,0
ESLO,284,qu'elle avait laissé,elle avait laissé,avoir,laisser,0,0,0,0,0
ESLO,284,qu'il avait pris sa place dans le lit et puis euh,il avait pris,avoir,prendre,0,0,0,0,0
ESLO,293,mes parents avaient décidé pour nous,mes parents avaient décidé,avoir,décider,0,0,0,0,0
ESLO,293,parce que bon j'avais fait le tour,j'avais fait,avoir,faire,0,0,0,0,0
ESLO,293,j'avais interviewé une dame qui avait euh cinquante-quatre ans et donc elle elle était,j'avais interviewé,avoir,interviewer,0,0,0,0,0
ESLO,294,le métier que j'avais appris c'est-à-dire a- ajusteur,le métier que j'avais appris,avoir,apprendre,0,0,0,0,0
ESLO,294,on m'avait dit quand même que dans la région y avait un peu plus de travail,on m'avait dit,avoir,dire,0,0,0,0,0
ESLO,294,moi je pensais que c'était m- quelque chose qui arri- qui qui était arrivé un peu plus tard en fait euh,quelque chose qui était arrivé,être,arriver,0,0,0,0,1
ESLO,309,les cadences euh cadences euh euh étaient devenues vraiment très dé- très difficiles en plus les conditions de travail comme on nous,les cadences étaient devenues,être,devenir,0,0,0,0,0
ESLO,309,ouais donc euh en soixante-neuf euh vous aviez annoncé comme métier rectificateur,vous aviez annoncé,avoir,annoncer,0,0,1,0,0
ESLO,309,euh ça n'avait pas abouti,ça n'avait pas abouti,avoir,aboutir,0,0,1,0,0
ESLO,309,le patron le patronat avait repris euh ce qu'il nous avait donné,le patronat avait repris,avoir,reprendre,0,0,1,0,0
ESLO,309,le patron le patronat avait repris euh ce qu'il nous avait donné,il nous avait donné,avoir,donner,0,0,0,0,0
ESLO,309,on avait trouvé ça parce qu'il y avait la hm,on avait trouvé,avoir,trouver,0,0,0,0,0
ESLO,309,elle avait posé sa mobylette dans les communs parce qu'elle montait au deuxième étage pour euh chercher oui ils avaient pris le,elle avait posé,avoir,poser,0,0,0,0,0
ESLO,309,elle avait posé sa mobylette dans les communs parce qu'elle montait au deuxième étage pour euh chercher oui ils avaient pris le,ils avaient pris,avoir,prendre,0,0,0,0,0
ESLO,309,comme ça devenait invivable euh j'avais parlé un petit peu autour de moi,j'avais parlé,avoir,parler,0,0,1,0,0
ESLO,309,j'avais dit bon si il y a quelqu'un qui connaît quelque chose hein quelque part euh,j'avais dit,avoir,dire,0,0,0,0,0
ESLO,309,ils ont eu une hésitation mais enfin euh euh comme c'était le le le voi- le voisin qui avait habité ici,le voisin qui avait habité,avoir,habiter,0,0,0,0,0
ESLO,309,une année j'avais fait des tomates là-bas,j'avais fait,avoir,faire,0,0,0,0,0
ESLO,309,euh j'avais si on y avait été en vacances euh au cinéma avec des amis,on y avait été,avoir,être,0,0,0,0,0
ESLO,309,que j'avais vu de Jean-Jacques Annaud,j'avais vu,avoir,voir,0,0,0,0,0
ESLO,309,j'y étais allée avec euh,j'y étais allée,être,aller,0,0,0,0,0
ESLO,309,on y était allé avec nos enfants,on y était allé,être,aller,0,0,0,0,0
ESLO,309,que j'avais achetée j'ai plein de bouquins mais,j'avais achetée,avoir,acheter,0,0,0,0,0
ESLO,309,celui qu'avait fini le premier,celui qu'avait fini,avoir,finir,0,0,0,0,0
ESLO,309,de du t- quatrième mot j'avais vu une faute,j'avais vu,avoir,voir,0,0,0,0,0
ESLO,309,a une adresse internet donc elle avait en avait envoyé un e-mail à,elle en avait envoyé,avoir,envoyer,0,0,0,0,0
ESLO,309,à une fois je lui avais fait des pâtes au chocolat,une fois je lui avais fait,avoir,faire,0,0,0,0,0
ESLO,309,euh bah j'avais été à Wall Street Institute,j'avais été,avoir,être,0,0,1,0,0
ESLO,309,le plafond parce qu'on avait eu des inondations avec la voisine,on avait eu,avoir,avoir,0,0,0,0,0
ESLO,309,quand tu avais été à,tu avais été,avoir,être,0,0,0,0,0
ESLO,309,que tu étais restée quinze jours,tu étais restée,être,rester,0,0,0,0,0
ESLO,309,je je m'étais je m'étais nourri,je m'étais nourri,être,nourrir,0,0,0,0,1
ESLO,309,je m'étais pas laissé mourir de faim hein mais j'allais pas t'app-,je m'étais pas laissé,être,laisser,0,0,0,0,0
ESLO,310,à ce moment-là j'avais pas de métier j'étais rentré dans un centre professionnel,j'étais rentré,être,rentrer,0,0,0,0,0
ESLO,310,moi j'en ai un que j'avais formé là,j'avais formé,avoir,former,0,0,0,0,0
ESLO,310,et de quoi ça vient vous m'aviez dit ?,vous m'aviez dit,avoir,dire,0,0,0,0,0
ESLO,310,oui vous disiez donc que vous aviez acheté,vous aviez acheté,avoir,acheter,0,0,0,0,0
ESLO,310,quel euh quel instrument que vous aviez utilisé ?,vous aviez utilisé,avoir,utiliser,0,0,0,0,0
ESLO,310,à votre femme est-ce que vous aviez écrit avec un crayon par exemple ou un stylo bille ?,vous aviez écrit,avoir,écrire,0,0,0,0,0
ESLO,315,justement j'avais reçu une euh une carte de monsieur Blanc au moment du,j'avais reçu,avoir,recevoir,0,0,0,0,0
ESLO,315,que j'avais eu un accident et puis comment tu veux,j'avais eu,avoir,avoir,0,0,0,0,0
ESLO,315,nous étions dans une maison ancienne y avait jamais eu de réparations,une maison ancienne y avait jamais eu,avoir,avoir,0,0,0,0,0
ESLO,315,c'était par exemple qu'ils avaient des amis qui avaient dû venir dîner à la maison,des amis qui avaient dû,avoir,devoir,0,0,0,0,0
ESLO,315,parce que je veux dire si ç'avait été nous,ç'avait été,avoir,être,0,0,0,0,0
ESLO,378,vous étiez euh vous vous enfin vous av- vous vous étiez venue plus pour le scénario,vous étiez venue,être,venir,0,0,1,0,1
ESLO,378,par rapport à ce qu'elle avait vécu quoi,elle avait vécu,avoir,vivre,0,0,0,0,0
ESLO,383,oh je ne sais plus vous dire alors euh c'est un c'est c'est c'était sur une feuille qui avait été euh arrachée d'un journal,une feuille qui avait été,avoir,être,0,0,0,0,0
ESLO,399,vous aviez entendu des critiques ou ?,vous aviez entendu,avoir,entendre,0,0,0,0,0
ESLO,399,d'accord très bien et vous étiez venue sur Orléans euh ?,vous étiez venue,être,venir,0,0,0,0,0
ESLO,402,et euh hm j'avais entendu parler de Roger NPERS qui a écrit beaucoup de livres et qui était très ouvert euh,j'avais entendu,avoir,entendre,0,0,1,0,0
ESLO,402,et en fait euh j'avais fait ça parce que j'adorais l'Espagnol c'était ma seconde langue et au bac j'ai pris en première langue,j'avais fait,avoir,faire,0,0,1,0,0
ESLO,405,vous étiez née un petit peu le parcours,vous étiez née,être,naître,0,0,0,0,0
ESLO,408,mon mari est fonctionnaire alors il avait demandé son changement,il avait demandé,avoir,demander,0,0,0,0,0
ESLO,408,après ça va plus vite mais alors quand ça changeait de modèle on perdait tout ce qu'on avait appris la veille,on avait appris,avoir,apprendre,0,0,0,0,0
ESLO,408,ce qui c'était passé ?,c'était passé,être,passer,0,0,0,0,0
ESLO,408,parce que vous savez moi j'avais connu des personnes euh,j'avais connu,avoir,connaître,0,0,0,0,0
ESLO,408,on lui avait donné ?,on lui avait donné,avoir,donner,0,0,0,0,0
ESLO,408,oh non ses parents l'avaient acheté,ses parents l'avaient acheté,avoir,acheter,0,0,0,0,0
ESLO,408,ses parents l'avaient acheté oui,ses parents l'avaient acheté,avoir,acheter,0,0,0,0,0
ESLO,410,d'accord y a deux ans parce que c'est que que m'avais dit,c'est que m'avais dit,avoir,dire,0,0,0,0,1
ESLO,410,Lotfi que vous étiez passé par sciences du langage,vous étiez passé,être,passer,0,0,0,0,0
ESLO,410,parce que même si j'avais réussi euh l'écrit je pense pas qu'à l'oral euh,j'avais réussi,avoir,réussir,0,0,0,0,0
ESLO,410,ah non c'est un film qu'on avait loué,on avait loué,avoir,louer,0,0,0,0,0
ESLO,410,ou vous en avait fait ? hm,vous en avait fait,avoir,faire,0,0,0,0,0
ESLO,410,d'entretiens ça avait été mené en,ça avait été mené,avoir,être,0,0,0,0,0
ESLO,414,je n'avais jamais pensé à me protéger,je n'avais jamais pensé,avoir,penser,0,0,0,0,0
ESLO,414,ouais moi j'avais fait qu'une langue,j'avais fait,avoir,faire,0,0,0,0,0
ESLO,415,mais bon on avait trouvé,on avait trouvé,avoir,trouver,0,0,0,0,0
ESLO,415,il était resté dans la culture,il était resté,être,rester,0,0,0,0,0
ESLO,415,elle avait fait Sup- Elec-,elle avait fait,avoir,faire,0,0,0,0,0
ESLO,415,alors comme elle avait fait son stage d'école euh,elle avait fait,avoir,faire,0,0,0,0,0
ESLO,415,elle avait déposé sa demande,elle avait déposé,avoir,déposer,0,0,0,0,0
ESLO,415,elle avait eu un prof très enfin qui l'avait accrochée,elle avait eu,avoir,avoir,0,0,0,0,0
ESLO,415,parce que elle avait commencé le piano puis,elle avait commencé,avoir,commencer,0,0,0,0,0
ESLO,415,que j'avais placé,j'avais placé,avoir,placer,0,0,0,0,0
ESLO,415,comme ils s'étaient présentés à ce moment-là,ils s'étaient présentés,être,se présenter,0,0,0,0,0
ESLO,415,il avait vu ce qui,il avait vu,avoir,voir,0,0,0,0,0
ESLO,437,ben c'est pas toi qui nous avait aidé à porter le piano,nous avait aidé,avoir,aider,0,0,0,0,0
ESLO,437,tout au début donc quand on s'était renseigné pour se loger on savait pas si on allait emménager y avait au Clos de Lorette tu avais un F3 ils sont bien là-bas au Clos de Lorette,on s'était renseigné,être,se renseigner,0,0,0,0,0
ESLO,437,qui est-ce qui avait pas reconnu l'autre jour qui nous avait dit que c'était du thon non c'est pas Marie-Hélène ben écoute oui moi je me souviens quand on avait acheté la maison,est-ce qui avait pas reconnu,avoir,reconnaître,0,0,0,0,0
ESLO,437,qui est-ce qui avait pas reconnu l'autre jour qui nous avait dit que c'était du thon non c'est pas Marie-Hélène ben écoute oui moi je me souviens quand on avait acheté la maison,nous avait dit,avoir,dire,0,0,0,0,0
ESLO,437,qui est-ce qui avait pas reconnu l'autre jour qui nous avait dit que c'était du thon non c'est pas Marie-Hélène ben écoute oui moi je me souviens quand on avait acheté la maison,on avait acheté,avoir,acheter,0,0,0,0,0
ESLO,437,que elle t'avait vu avec Bruno mais je sais pas ce qu'elle m'a dit,elle t'avait vu,avoir,voir,0,0,0,0,0
ESLO,437,nous on était passé devant l'endroit où on a enlevé le bâtiment enfin tu l'as peut-être pas vu,nous on était passé,être,passer,0,0,0,0,0
ESLO,437,on avait invité les NPERS on a mangé sur la ter- on s'est mis sur la terrasse,on avait invité,avoir,inviter,0,0,0,0,0
ESLO,437,ben celle qui était venue et qui venait à la aux soirées que tu donnais c'était Dominique alors,celle qui était venue,être,venir,0,0,0,0,0
ESLO,437,si jamais si j'avais voulu si j'avais été obligé de la garder il aurait fallu que je change deux deux pneux dans ben c'est Nicole qui avait été le voir euh elle avait cauchemardé mais enfin ça lui avait pas déplu quand ben écoute on l'a mis dans une petite voiture alors il était tout content la première fois qu'il l'a vu qu'il l'avait vu il avait dit auto auto -colas enfin il voulait absolument aller dans l'auto,j'avais voulu,avoir,vouloir,0,0,1,0,0
ESLO,437,si jamais si j'avais voulu si j'avais été obligé de la garder il aurait fallu que je change deux deux pneux dans ben c'est Nicole qui avait été le voir euh elle avait cauchemardé mais enfin ça lui avait pas déplu quand ben écoute on l'a mis dans une petite voiture alors il était tout content la première fois qu'il l'a vu qu'il l'avait vu il avait dit auto auto -colas enfin il voulait absolument aller dans l'auto,j'avais été obligé,avoir,être obligé,passive voice,0,0,0,0
ESLO,437,si jamais si j'avais voulu si j'avais été obligé de la garder il aurait fallu que je change deux deux pneux dans ben c'est Nicole qui avait été le voir euh elle avait cauchemardé mais enfin ça lui avait pas déplu quand ben écoute on l'a mis dans une petite voiture alors il était tout content la première fois qu'il l'a vu qu'il l'avait vu il avait dit auto auto -colas enfin il voulait absolument aller dans l'auto,c'est Nicole qui avait été,avoir,être,0,0,0,0,0
ESLO,437,si jamais si j'avais voulu si j'avais été obligé de la garder il aurait fallu que je change deux deux pneux dans ben c'est Nicole qui avait été le voir euh elle avait cauchemardé mais enfin ça lui avait pas déplu quand ben écoute on l'a mis dans une petite voiture alors il était tout content la première fois qu'il l'a vu qu'il l'avait vu il avait dit auto auto -colas enfin il voulait absolument aller dans l'auto,elle avait cauchemardé,avoir,cauchemarder,0,0,0,0,0
ESLO,437,si jamais si j'avais voulu si j'avais été obligé de la garder il aurait fallu que je change deux deux pneux dans ben c'est Nicole qui avait été le voir euh elle avait cauchemardé mais enfin ça lui avait pas déplu quand ben écoute on l'a mis dans une petite voiture alors il était tout content la première fois qu'il l'a vu qu'il l'avait vu il avait dit auto auto -colas enfin il voulait absolument aller dans l'auto,enfin ça lui avait pas déplu,avoir,déplaire,0,0,0,0,0
